Hail ID,Date/Time,Latitude,Longitude,Nearest town,State,Hail size,Damage total,Comments,
3345,11/12/10 20:45,-25.0306,128.3,GILES METEOROLOGICAL STATION,WA,3.2,,NULL A Hybrid Microburst produced 3cm hail and 8.2mm rainfall in 10 minutes at Giles Met Office. There were no reports of damage.,
3347,8/30/11 6:20,-23.0834,148.0244,CAPELLA,QLD,2.9,,20cent sized hail at Capella 4:20pm. 20cent sized hail at Capella 4:20pm.,
3348,10/6/11 6:00,-23.9793,147.9503,MINERVA,QLD,0,,Car windscreens smashed by hail at Minerva Mine (Central Queensland News). Car windscreens smashed by hail at Minerva Mine (Central Queensland News).%D 1-2cm hail reported along 500m of the Gregory Highway at Fernlees (Minerva Mine report).%D Chick pea crop destroyed by hail near Gindie (ABC Capricornia).%D 36.5 m/s pixels at 391 m on Doppler radar 18 km southwest of Emerald at 4:43pm.%D 38 m/s pixels at 413 m on Doppler radar 12km south of Emerald at 4:53pm.,
3349,10/6/11 6:00,-23.8568,148.125,FERNLEES,QLD,2,,1-2cm hail reported along 500m of the Gregory Highway at Fernlees (Minerva Mine report). Car windscreens smashed by hail at Minerva Mine (Central Queensland News).%D 1-2cm hail reported along 500m of the Gregory Highway at Fernlees (Minerva Mine report).%D Chick pea crop destroyed by hail near Gindie (ABC Capricornia).%D 36.5 m/s pixels at 391 m on Doppler radar 18 km southwest of Emerald at 4:43pm.%D 38 m/s pixels at 413 m on Doppler radar 12km south of Emerald at 4:53pm.,
3350,10/6/11 6:00,-23.7676,148.1325,GINDIE,QLD,2,,Chick pea crop destroyed by hail near Gindie (ABC Capricornia). Car windscreens smashed by hail at Minerva Mine (Central Queensland News).%D 1-2cm hail reported along 500m of the Gregory Highway at Fernlees (Minerva Mine report).%D Chick pea crop destroyed by hail near Gindie (ABC Capricornia).%D 36.5 m/s pixels at 391 m on Doppler radar 18 km southwest of Emerald at 4:43pm.%D 38 m/s pixels at 413 m on Doppler radar 12km south of Emerald at 4:53pm.,
3351,10/13/11 5:00,-27.6234,152.9677,FOREST LAKE,QLD,2,,"2cm hail reported at Forest Lake at 3:00pm (Storm Spotter). 2cm hail reported at Forest Lake at 3:00pm (Storm Spotter)%D 10 cent piece sized hail reported at Springfield at 3:20pm (ABC Gold Coast).%D 50-60mm generally recorded in 1 hour (2-5 year ARI) across the Southeast Coast district, including Slacks Creek, Lindfield and Upper Caboolture.%D 110mm reported in 2 hours at Mt Alford at 5:00pm (Storm Spotter)%D 63mm recorded in 30 minutes (20-50 year ARI) at Mt Cotton West at 4:45pm.%D 74mm in 60 minutes at Toombul (Nudgee Rd) Alert, eanding at 17:15 (10-20 ARI).%D 25mm in 10 minutes at Gordon Park Alert, ending at 16:30 (ARI 5-10 years).%D 25mm in 10 minutes ending at 16:00:00UTC at slacks creek (Reserve Pk) Alert (5-10 year ARI).%D 54mm in 20 minutes ending at 16:40:00UTC at Mount Cotton West Alert (50-100 year ARI).%D 37mm in 30 minutes ending at 06:30:00 UTC at Helidon TM (5-10 year ARI).%D 58mm in 60 minutes ending at 06:45:00UTC at Tenthill TM (10-20 year ARI).%D 50mm in 60 minutes ending at 04:30:00UTC at Helidon Alert (5-10 year ARI).%D 59mm in 60 minutes ending at 06:45:00UTC at Tenthill Alert (10-20 year ARI).%D 45mm in 30 minutes ending at 07:00:00UTC at Bill Gunn Dam Alert (10-20 year ARI).%D 67mm in 60 minutes, ending at 19:45:00UTC at Peak Crossing alert (10-20 year ARI).%D Flooding of a number of houses and widespread small hail reported at Parkinson.%D 98 km/hr wind gust recorded at Emerald Airport at 5:26pm%D 68mm recorded in 1 hour (10-20 year ARI) at Peak Crossing Alert at 7:45pm",
3352,10/13/11 5:20,-27.6723,152.8986,SPRINGFIELD,QLD,2.4,,"10 cent piece sized hail reported at Springfield at 3:20pm (ABC Gold Coast). 2cm hail reported at Forest Lake at 3:00pm (Storm Spotter)%D 10 cent piece sized hail reported at Springfield at 3:20pm (ABC Gold Coast).%D 50-60mm generally recorded in 1 hour (2-5 year ARI) across the Southeast Coast district, including Slacks Creek, Lindfield and Upper Caboolture.%D 110mm reported in 2 hours at Mt Alford at 5:00pm (Storm Spotter)%D 63mm recorded in 30 minutes (20-50 year ARI) at Mt Cotton West at 4:45pm.%D 74mm in 60 minutes at Toombul (Nudgee Rd) Alert, eanding at 17:15 (10-20 ARI).%D 25mm in 10 minutes at Gordon Park Alert, ending at 16:30 (ARI 5-10 years).%D 25mm in 10 minutes ending at 16:00:00UTC at slacks creek (Reserve Pk) Alert (5-10 year ARI).%D 54mm in 20 minutes ending at 16:40:00UTC at Mount Cotton West Alert (50-100 year ARI).%D 37mm in 30 minutes ending at 06:30:00 UTC at Helidon TM (5-10 year ARI).%D 58mm in 60 minutes ending at 06:45:00UTC at Tenthill TM (10-20 year ARI).%D 50mm in 60 minutes ending at 04:30:00UTC at Helidon Alert (5-10 year ARI).%D 59mm in 60 minutes ending at 06:45:00UTC at Tenthill Alert (10-20 year ARI).%D 45mm in 30 minutes ending at 07:00:00UTC at Bill Gunn Dam Alert (10-20 year ARI).%D 67mm in 60 minutes, ending at 19:45:00UTC at Peak Crossing alert (10-20 year ARI).%D Flooding of a number of houses and widespread small hail reported at Parkinson.%D 98 km/hr wind gust recorded at Emerald Airport at 5:26pm%D 68mm recorded in 1 hour (10-20 year ARI) at Peak Crossing Alert at 7:45pm",
3353,10/13/11 6:00,-21.849,146.6072,BELYANDO,QLD,4,,2-4cm hail recorded north of Belyando on 13/10/11. 2-4cm hail recorded north of Balyando on 13/10/11,
3354,10/15/11 4:40,-28.1287,152.8161,KNAPP CREEK,QLD,3,,"3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3355,10/15/11 5:20,-28.2115,152.8633,RATHDOWNEY,QLD,4,,"4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3356,10/15/11 5:35,-27.9998,152.6816,BOONAH,QLD,4.3,,"Golf ball size hail observed near Boonah at 3:35pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3357,10/15/11 5:45,-27.9881,152.9958,BEAUDESERT,QLD,2,,"1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3358,10/15/11 6:25,-27.9401,153.3177,PACIFIC PINES,QLD,2.9,,"20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3359,10/15/11 6:30,-27.5426,152.9838,CORINDA,QLD,1.9,,"5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3360,10/15/11 6:30,-27.5623,152.9761,OXLEY,QLD,2,,"1-2cm hail observed at Oxley at 4:30pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3361,10/15/11 6:30,-27.5673,152.5947,MARBURG,QLD,4,,"4cm hail reported at Marburg at 4:30pm (Storm Spotter). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3362,10/15/11 6:30,-26.2418,151.9414,MURGON,QLD,4,,"3-4cm hail observed near Murgon at 4:40pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3363,10/15/11 6:55,-27.3667,153.0167,ASPLEY,QLD,2.4,,"10 cent piece size hail reported near Aspley at 4:55pm. 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3364,10/15/11 7:00,-27.35,152.9667,ALBANY CREEK,QLD,4.3,,"Golf ball size hail reported at Albany Creek at 5:00pm. 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3365,10/15/11 7:15,-27.3109,153.0177,BALD HILLS,QLD,4.3,,"Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3366,10/15/11 7:30,-27.6234,152.9677,FOREST LAKE,QLD,4.3,,"Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3367,10/15/11 7:30,-27.3192,153.0344,BRACKEN RIDGE,QLD,5,,"5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone). 3cm hail, tree branches snapped and shade cloth torn reported at Knapp Creek at 2:40pm (Storm Spotter-G0471).%D 4cm hail and tree branches snapped reported at Rathdowney at 3:20pm (Storm Spotter-G0480).%D Golf ball size hail observed near Boonah at 3:35pm (Weatherzone).%D 1-2cm hail and tree branches snapped reported at Beaudesert at 3:45pm (Storm Spotter-G0480).%D 20 cent piece size hail observed at Pacific Pines at 4:25pm (Weatherzone).%D 5 cent piece size hail observed at Corinda at 4:30pm (Weatherzone).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 4cm hail reported at Marburg at 4:30pm (Storm Spotter).%D 1-2cm hail observed at Oxley at 4:30pm (Weatherzone).%D 3-4cm hail observed near Murgon at 4:40pm (Weatherzone).%D 10 cent piece size hail reported near Aspley at 4:55pm.%D Golf ball size hail reported at Albany Creek at 5:00pm.%D Golf ball size hail observed at Bald Hills at 5:15pm (Weatherzone).%D Golf ball size hail observed at Forest Lakes at 5:30pm (Weatherzone).%D 5cm hail observed at Bracken Ridge at 5:30pm (Weatherzone).%D 39mm in 20 minutes ending at 20:35:00UTC at Booral Road Alert (10 year ARI).%D 37mm in 20 minutes ending at 21:30:00UTC at Burrum Highway TM (5-10 year ARI).%D Homes, schools and cars seriously damaged around Hervey Bay (Fraser Coast Chronicle).",
3368,10/26/11 10:50,-28.2081,151.5656,KARARA,QLD,3,,3cm hail reported at Karara (west of Warwick) at 8:50pm (Storm Spotter). 3cm hail reported at Karara (west of Warwick) at 8:50pm (Storm Spotter),
3374,10/30/11 8:00,-28.2154,152.0353,WARWICK,QLD,2,,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley. 88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.%D %D",
3602,12/12/11 0:00,-28.0365,148.5798,ST GEORGE,QLD,0,,"St. George â€“ Morning storm lasted 30 minutes.  Heavy rain, hail and wind.  Worst for 20 years.  Fruit crops ruined, hundreds of pounds damage.  Roof off hotel, hail smashed windows, hail smashed melons, tore grapes from vines and damaged stone fruit, and knocked them to the ground.  Large portion of crops unmarketable, several hundreds pounds loss to farmers.  Hail did 800 pounds damage to furniture at hotel, another hotelâ€™s windows and rain damage came to fifty pounds. NULL",
3742,8/30/11 5:00,-28.854,152.5164,TABULAM,NSW,3,,NULL NULL,
